,Threshold,Accuracy,Precision,Specificity,Sensitivity,AUC,AUPR
0,2.0,0.8358892512663937,0.0,1.0,0.0,0.7411208759655991,0.5820553743668031
0,1.0,0.8501144958712095,1.0,1.0,0.08668076109936575,0.7411208759655991,0.6182831326140781
0,0.8637978475846404,0.8500451044341129,0.8290322580645161,0.995600199236261,0.10866807610993658,0.7411208759655991,0.5419887417871084
0,0.8295527906841837,0.8499757129970161,0.7664041994750657,0.9926116553212685,0.12346723044397463,0.7411208759655991,0.5168599395102105
0,0.8259672851880192,0.8489348414405662,0.696652719665272,0.9879628092312801,0.1408033826638478,0.7411208759655991,0.4892297512547688
0,0.8195770520800655,0.8489348414405662,0.6637630662020906,0.98397808401129,0.16109936575052855,0.7411208759655991,0.48126752157619856
0,0.8002541525645064,0.8487960585663729,0.6383928571428571,0.9798273285738004,0.1813953488372093,0.7411208759655991,0.4770650140996023
0,0.796629535825495,0.8485184928179863,0.6216577540106952,0.9765067242238087,0.19661733615221988,0.7411208759655991,0.4750594103232867
0,0.7761525983227572,0.8465755325792798,0.5891203703703703,0.9705296363938237,0.21522198731501058,0.7411208759655991,0.46656643246839313
0,0.7745162040769233,0.8455346610228298,0.5723204994797086,0.9658807903038353,0.23255813953488372,0.7411208759655991,0.4654120486725172
0,0.7721114125773654,0.8453264867115398,0.5660194174757281,0.9628922463888427,0.24651162790697675,0.7411208759655991,0.46809329314447856
0,0.7643609484380083,0.8449795295260565,0.5594913714804723,0.9597376722563506,0.26046511627906976,0.7411208759655991,0.4706610556208022
0,0.7642332902095037,0.8430365692873499,0.5428809325562032,0.9544247052963639,0.27568710359408033,0.7411208759655991,0.46871778394843294
0,0.7498603220047173,0.8416487405454167,0.5328582739509106,0.9510210858376225,0.2845665961945032,0.7411208759655991,0.46741759085648316
0,0.7322410816661356,0.8396363888696134,0.5203313253012049,0.9471193757263822,0.2921775898520085,0.7411208759655991,0.464335090426513
0,0.7216445748181972,0.8381097772534869,0.5114942528735632,0.9435497260501411,0.3010570824524313,0.7411208759655991,0.4636276904233887
0,0.7143739659121582,0.8367913399486503,0.5044368600682594,0.9397310310476507,0.3124735729386892,0.7411208759655991,0.4648704548630607
0,0.7041815352260263,0.8353341197696205,0.4974059662775616,0.9356632907189109,0.32431289640591965,0.7411208759655991,0.46630318958197375
0,0.7009091599251015,0.8289501075567275,0.47119815668202764,0.9237921301676906,0.34587737843551797,0.7411208759655991,0.462212044153041
0,0.7008698971855719,0.8274234959406009,0.46614872364039955,0.9201394653826996,0.35517970401691334,0.7411208759655991,0.4635751846148614
0,0.6952012275685627,0.8242314898341545,0.4567901234567901,0.9123360451602192,0.3754756871035941,0.7411208759655991,0.4673784815760772
0,0.6395432319431021,0.8198598292970647,0.44395924308588064,0.9048646853727378,0.386892177589852,0.7411208759655991,0.46573450223294655
0,0.6349394507894063,0.8162514745680383,0.43535861123800823,0.8973933255852565,0.4029598308668076,0.7411208759655991,0.46814957564265147
0,0.6344681245402013,0.8097286794809521,0.4212285833681571,0.8850240743815374,0.426215644820296,0.7411208759655991,0.4708042041643119
0,0.6265626696269269,0.800707792658386,0.4044477949491142,0.868836128175328,0.4536997885835095,0.7411208759655991,0.4739006601307557
0,0.6224457204889104,0.7970994379293596,0.4009216589861751,0.8597044662128508,0.47822410147991545,0.7411208759655991,0.48238739692168586
0,0.5854909244310255,0.7923808202067865,0.39398038552587084,0.8512369251203719,0.492600422832981,0.7411208759655991,0.4849252664374233
0,0.5833520905951399,0.7890500312261467,0.3889437314906219,0.8458409430516354,0.4997885835095137,0.7411208759655991,0.48541119254274356
0,0.5771268653121804,0.7819721046422872,0.37832759160663954,0.8352150091316619,0.5107822410147992,0.7411208759655991,0.48469786267113846
0,0.5723436880496418,0.7789882728471307,0.37492373398413664,0.8299020421716753,0.5196617336152219,0.7411208759655991,0.48670707007058345
0,0.5677428492152802,0.7755880924293942,0.3714877255249926,0.823592893906691,0.5310782241014799,0.7411208759655991,0.4897605266833355
